Date/Time,Vent Temperature,Ambient Temperature,Temperature Difference,Vent Position,Column5,Column6,Column7,Power Output (W),kWh Output,kWh Total
Thu Feb  2 10:37:21 2017,33.562,-0.437,33.999,TRUE,1797.697,0.548,,1797.697,0.548,0
Thu Feb  2 10:37:24 2017,33.562,-0.437,33.999,TRUE,1797.697,0.548,,1797.697,0.548,0
Thu Feb  2 10:37:26 2017,33.5,-0.5,34,TRUE,1797.75,0.549,,1797.75,0.549,0
Thu Feb  2 10:37:29 2017,33.5,-0.5,34,TRUE,1797.75,0.549,,1797.75,0.549,0
Thu Feb  2 10:37:32 2017,33.5,-0.437,33.937,TRUE,1794.419,0.549,,1794.419,0.549,0
Thu Feb  2 10:37:35 2017,33.437,-0.437,33.874,TRUE,1791.088,0.55,,1791.088,0.55,0
Thu Feb  2 10:37:38 2017,33.5,-0.437,33.937,TRUE,1794.419,0.55,,1794.419,0.55,0
Thu Feb  2 10:37:40 2017,33.437,-0.437,33.874,TRUE,1791.088,0.55,,1791.088,0.55,0
Thu Feb  2 10:37:43 2017,33.437,-0.437,33.874,TRUE,1791.088,0.55,,1791.088,0.55,0
Thu Feb  2 10:37:46 2017,33.5,-0.437,33.937,TRUE,1794.419,0.551,,1794.419,0.551,0
Thu Feb  2 10:37:49 2017,33.437,-0.375,33.812,TRUE,1787.809,0.551,,1787.809,0.551,0
Thu Feb  2 10:37:51 2017,33.5,-0.375,33.875,TRUE,1791.141,0.551,,1791.141,0.551,0
Thu Feb  2 10:37:54 2017,33.5,-0.375,33.875,TRUE,1791.141,0.552,,1791.141,0.552,0
Thu Feb  2 10:37:57 2017,33.5,-0.375,33.875,TRUE,1791.141,0.552,,1791.141,0.552,0
Thu Feb  2 10:38:00 2017,33.5,-0.375,33.875,TRUE,1791.141,0.552,,1791.141,0.552,0
Thu Feb  2 10:38:03 2017,33.5,-0.375,33.875,TRUE,1791.141,0.552,,1791.141,0.552,0
Thu Feb  2 10:38:05 2017,33.5,-0.375,33.875,TRUE,1791.141,0.553,,1791.141,0.553,0
Thu Feb  2 10:38:08 2017,33.5,-0.375,33.875,TRUE,1791.141,0.553,,1791.141,0.553,0
Thu Feb  2 10:38:11 2017,33.562,-0.375,33.937,TRUE,1794.419,0.553,,1794.419,0.553,0
Thu Feb  2 10:38:14 2017,33.562,-0.375,33.937,TRUE,1794.419,0.554,,1794.419,0.554,0
Thu Feb  2 10:38:16 2017,33.562,-0.375,33.937,TRUE,1794.419,0.554,,1794.419,0.554,0
Thu Feb  2 10:38:19 2017,33.562,-0.375,33.937,TRUE,1794.419,0.554,,1794.419,0.554,0
Thu Feb  2 10:38:22 2017,33.562,-0.375,33.937,TRUE,1794.419,0.555,,1794.419,0.555,0
Thu Feb  2 10:38:25 2017,33.562,-0.375,33.937,TRUE,1794.419,0.555,,1794.419,0.555,0
Thu Feb  2 10:38:27 2017,33.625,-0.375,34,TRUE,1797.75,0.555,,1797.75,0.555,0
Thu Feb  2 10:38:30 2017,33.625,-0.375,34,TRUE,1797.75,0.555,,1797.75,0.555,0
Thu Feb  2 10:38:33 2017,33.625,-0.375,34,TRUE,1797.75,0.556,,1797.75,0.556,0
Thu Feb  2 10:38:36 2017,33.625,-0.375,34,TRUE,1797.75,0.556,,1797.75,0.556,0
Thu Feb  2 10:38:39 2017,33.687,-0.375,34.062,TRUE,1801.028,0.556,,1801.028,0.556,0
Thu Feb  2 10:38:41 2017,33.687,-0.375,34.062,TRUE,1801.028,0.557,,1801.028,0.557,0
Thu Feb  2 10:38:44 2017,33.687,-0.375,34.062,TRUE,1801.028,0.557,,1801.028,0.557,0
Thu Feb  2 10:38:47 2017,33.687,-0.375,34.062,TRUE,1801.028,0.557,,1801.028,0.557,0
Thu Feb  2 10:38:50 2017,33.75,-0.375,34.125,TRUE,1804.359,0.558,,1804.359,0.558,0
Thu Feb  2 10:38:52 2017,33.75,-0.375,34.125,TRUE,1804.359,0.558,,1804.359,0.558,0
Thu Feb  2 10:38:55 2017,33.75,-0.437,34.187,TRUE,1807.638,0.558,,1807.638,0.558,0
Thu Feb  2 10:38:58 2017,33.75,-0.375,34.125,TRUE,1804.359,0.558,,1804.359,0.558,0
Thu Feb  2 10:39:01 2017,33.75,-0.375,34.125,TRUE,1804.359,0.559,,1804.359,0.559,0
Thu Feb  2 10:39:03 2017,33.812,-0.375,34.187,TRUE,1807.638,0.559,,1807.638,0.559,0
Thu Feb  2 10:39:06 2017,33.812,-0.375,34.187,TRUE,1807.638,0.559,,1807.638,0.559,0
Thu Feb  2 10:39:09 2017,33.812,-0.375,34.187,TRUE,1807.638,0.56,,1807.638,0.56,0
Thu Feb  2 10:39:12 2017,33.875,-0.375,34.25,TRUE,1810.969,0.56,,1810.969,0.56,0
Thu Feb  2 10:39:15 2017,33.875,-0.375,34.25,TRUE,1810.969,0.56,,1810.969,0.56,0
Thu Feb  2 10:39:17 2017,33.875,-0.375,34.25,TRUE,1810.969,0.561,,1810.969,0.561,0
Thu Feb  2 10:39:20 2017,33.875,-0.375,34.25,TRUE,1810.969,0.561,,1810.969,0.561,0
Thu Feb  2 10:39:23 2017,33.937,-0.375,34.312,TRUE,1814.247,0.561,,1814.247,0.561,0
Thu Feb  2 10:39:26 2017,33.937,-0.375,34.312,TRUE,1814.247,0.561,,1814.247,0.561,0
Thu Feb  2 10:39:28 2017,33.937,-0.375,34.312,TRUE,1814.247,0.562,,1814.247,0.562,0
Thu Feb  2 10:39:31 2017,33.937,-0.375,34.312,TRUE,1814.247,0.562,,1814.247,0.562,0
Thu Feb  2 10:39:34 2017,33.937,-0.375,34.312,TRUE,1814.247,0.562,,1814.247,0.562,0
Thu Feb  2 10:39:37 2017,34,-0.312,34.312,TRUE,1814.247,0.563,,1814.247,0.563,0
Thu Feb  2 10:39:39 2017,34,-0.375,34.375,TRUE,1817.578,0.563,,1817.578,0.563,0
Thu Feb  2 10:39:42 2017,34,-0.375,34.375,TRUE,1817.578,0.563,,1817.578,0.563,0
Thu Feb  2 10:39:45 2017,34,-0.375,34.375,TRUE,1817.578,0.563,,1817.578,0.563,0
Thu Feb  2 10:39:48 2017,34,-0.375,34.375,TRUE,1817.578,0.564,,1817.578,0.564,0
Thu Feb  2 10:39:51 2017,34.062,-0.375,34.437,TRUE,1820.856,0.564,,1820.856,0.564,0
Thu Feb  2 10:39:53 2017,34.062,-0.375,34.437,TRUE,1820.856,0.564,,1820.856,0.564,0
Thu Feb  2 10:39:56 2017,34.062,-0.375,34.437,TRUE,1820.856,0.565,,1820.856,0.565,0
Thu Feb  2 10:39:59 2017,34.062,-0.375,34.437,TRUE,1820.856,0.565,,1820.856,0.565,0
Thu Feb  2 10:40:02 2017,34.062,-0.375,34.437,TRUE,1820.856,0.565,,1820.856,0.565,0
Thu Feb  2 10:40:04 2017,34.062,-0.375,34.437,TRUE,1820.856,0.566,,1820.856,0.566,0
Thu Feb  2 10:40:07 2017,34.062,-0.375,34.437,TRUE,1820.856,0.566,,1820.856,0.566,0
Thu Feb  2 10:40:10 2017,34.125,-0.437,34.562,TRUE,1827.466,0.566,,1827.466,0.566,0
Thu Feb  2 10:40:13 2017,34.125,-0.375,34.5,TRUE,1824.188,0.566,,1824.188,0.566,0
Thu Feb  2 10:40:16 2017,34.125,-0.375,34.5,TRUE,1824.188,0.567,,1824.188,0.567,0
Thu Feb  2 10:40:18 2017,34.125,-0.375,34.5,TRUE,1824.188,0.567,,1824.188,0.567,0
Thu Feb  2 10:40:21 2017,34.125,-0.375,34.5,TRUE,1824.188,0.567,,1824.188,0.567,0
Thu Feb  2 10:40:24 2017,34.187,-0.375,34.562,TRUE,1827.466,0.568,,1827.466,0.568,0
Thu Feb  2 10:40:27 2017,34.187,-0.375,34.562,TRUE,1827.466,0.568,,1827.466,0.568,0
Thu Feb  2 10:40:29 2017,34.125,-0.375,34.5,TRUE,1824.188,0.568,,1824.188,0.568,0
Thu Feb  2 10:40:32 2017,34.187,-0.375,34.562,TRUE,1827.466,0.569,,1827.466,0.569,0
Thu Feb  2 10:40:35 2017,34.187,-0.375,34.562,TRUE,1827.466,0.569,,1827.466,0.569,0
Thu Feb  2 10:40:38 2017,34.187,-0.375,34.562,TRUE,1827.466,0.569,,1827.466,0.569,0
Thu Feb  2 10:40:40 2017,34.187,-0.375,34.562,TRUE,1827.466,0.569,,1827.466,0.569,0
Thu Feb  2 10:40:43 2017,34.187,-0.375,34.562,TRUE,1827.466,0.57,,1827.466,0.57,0
Thu Feb  2 10:40:46 2017,34.187,-0.375,34.562,TRUE,1827.466,0.57,,1827.466,0.57,0
Thu Feb  2 10:40:49 2017,34.187,-0.375,34.562,TRUE,1827.466,0.57,,1827.466,0.57,0
Thu Feb  2 10:40:52 2017,34.187,-0.375,34.562,TRUE,1827.466,0.571,,1827.466,0.571,0
Thu Feb  2 10:40:54 2017,34.187,-0.375,34.562,TRUE,1827.466,0.571,,1827.466,0.571,0
Thu Feb  2 10:40:57 2017,34.187,-0.375,34.562,TRUE,1827.466,0.571,,1827.466,0.571,0
Thu Feb  2 10:41:00 2017,34.187,-0.312,34.499,TRUE,1824.135,0.572,,1824.135,0.572,0
Thu Feb  2 10:41:03 2017,34.187,-0.375,34.562,TRUE,1827.466,0.572,,1827.466,0.572,0
Thu Feb  2 10:41:05 2017,34.187,-0.375,34.562,TRUE,1827.466,0.572,,1827.466,0.572,0
Thu Feb  2 10:41:08 2017,34.187,-0.375,34.562,TRUE,1827.466,0.572,,1827.466,0.572,0
Thu Feb  2 10:41:11 2017,34.187,-0.375,34.562,TRUE,1827.466,0.573,,1827.466,0.573,0
Thu Feb  2 10:41:14 2017,34.187,-0.375,34.562,TRUE,1827.466,0.573,,1827.466,0.573,0
Thu Feb  2 10:41:16 2017,34.187,-0.375,34.562,TRUE,1827.466,0.573,,1827.466,0.573,0
Thu Feb  2 10:41:19 2017,34.187,-0.375,34.562,TRUE,1827.466,0.574,,1827.466,0.574,0
Thu Feb  2 10:41:22 2017,34.25,-0.375,34.625,TRUE,1830.797,0.574,,1830.797,0.574,0
Thu Feb  2 10:41:25 2017,34.187,-0.375,34.562,TRUE,1827.466,0.574,,1827.466,0.574,0
Thu Feb  2 10:41:28 2017,34.25,-0.375,34.625,TRUE,1830.797,0.575,,1830.797,0.575,0
Thu Feb  2 10:41:30 2017,34.25,-0.375,34.625,TRUE,1830.797,0.575,,1830.797,0.575,0
Thu Feb  2 10:41:33 2017,34.25,-0.375,34.625,TRUE,1830.797,0.575,,1830.797,0.575,0
Thu Feb  2 10:41:36 2017,34.25,-0.375,34.625,TRUE,1830.797,0.575,,1830.797,0.575,0
Thu Feb  2 10:41:39 2017,34.25,-0.375,34.625,TRUE,1830.797,0.576,,1830.797,0.576,0
Thu Feb  2 10:41:41 2017,34.25,-0.375,34.625,TRUE,1830.797,0.576,,1830.797,0.576,0
Thu Feb  2 10:41:44 2017,34.25,-0.375,34.625,TRUE,1830.797,0.576,,1830.797,0.576,0
Thu Feb  2 10:41:47 2017,34.25,-0.312,34.562,TRUE,1827.466,0.577,,1827.466,0.577,0
Thu Feb  2 10:41:50 2017,34.25,-0.312,34.562,TRUE,1827.466,0.577,,1827.466,0.577,0
Thu Feb  2 10:41:53 2017,34.25,-0.375,34.625,TRUE,1830.797,0.577,,1830.797,0.577,0
Thu Feb  2 10:41:55 2017,34.25,-0.312,34.562,TRUE,1827.466,0.578,,1827.466,0.578,0
Thu Feb  2 10:41:58 2017,34.25,-0.312,34.562,TRUE,1827.466,0.578,,1827.466,0.578,0
Thu Feb  2 10:42:01 2017,34.25,-0.375,34.625,TRUE,1830.797,0.578,,1830.797,0.578,0
Thu Feb  2 10:42:04 2017,34.312,-0.312,34.624,TRUE,1830.744,0.578,,1830.744,0.578,0
Thu Feb  2 10:42:06 2017,34.312,-0.312,34.624,TRUE,1830.744,0.579,,1830.744,0.579,0
Thu Feb  2 10:42:09 2017,34.312,-0.312,34.624,TRUE,1830.744,0.579,,1830.744,0.579,0
Thu Feb  2 10:42:12 2017,34.312,-0.312,34.624,TRUE,1830.744,0.579,,1830.744,0.579,0
Thu Feb  2 10:42:15 2017,34.312,-0.375,34.687,TRUE,1834.075,0.58,,1834.075,0.58,0
Thu Feb  2 10:42:17 2017,34.312,-0.375,34.687,TRUE,1834.075,0.58,,1834.075,0.58,0
Thu Feb  2 10:42:20 2017,34.312,-0.375,34.687,TRUE,1834.075,0.58,,1834.075,0.58,0
Thu Feb  2 10:42:23 2017,34.312,-0.375,34.687,TRUE,1834.075,0.581,,1834.075,0.581,0
Thu Feb  2 10:42:26 2017,34.312,-0.375,34.687,TRUE,1834.075,0.581,,1834.075,0.581,0
Thu Feb  2 10:42:29 2017,34.312,-0.437,34.749,TRUE,1837.353,0.581,,1837.353,0.581,0
Thu Feb  2 10:42:31 2017,34.312,-0.437,34.749,TRUE,1837.353,0.581,,1837.353,0.581,0
Thu Feb  2 10:42:34 2017,34.312,-0.375,34.687,TRUE,1834.075,0.582,,1834.075,0.582,0
Thu Feb  2 10:42:37 2017,34.312,-0.437,34.749,TRUE,1837.353,0.582,,1837.353,0.582,0
Thu Feb  2 10:42:40 2017,34.312,-0.437,34.749,TRUE,1837.353,0.582,,1837.353,0.582,0
Thu Feb  2 10:42:42 2017,34.312,-0.437,34.749,TRUE,1837.353,0.583,,1837.353,0.583,0
Thu Feb  2 10:42:45 2017,34.312,-0.437,34.749,TRUE,1837.353,0.583,,1837.353,0.583,0
Thu Feb  2 10:42:48 2017,34.375,-0.437,34.812,TRUE,1840.684,0.583,,1840.684,0.583,0
Thu Feb  2 10:42:51 2017,34.375,-0.437,34.812,TRUE,1840.684,0.584,,1840.684,0.584,0
Thu Feb  2 10:42:54 2017,34.375,-0.437,34.812,TRUE,1840.684,0.584,,1840.684,0.584,0
Thu Feb  2 10:42:56 2017,34.375,-0.437,34.812,TRUE,1840.684,0.584,,1840.684,0.584,0
Thu Feb  2 10:42:59 2017,34.375,-0.437,34.812,TRUE,1840.684,0.585,,1840.684,0.585,0
Thu Feb  2 10:43:02 2017,34.375,-0.437,34.812,TRUE,1840.684,0.585,,1840.684,0.585,0
Thu Feb  2 10:43:05 2017,34.375,-0.437,34.812,TRUE,1840.684,0.585,,1840.684,0.585,0
Thu Feb  2 10:43:07 2017,34.375,-0.5,34.875,TRUE,1844.016,0.585,,1844.016,0.585,0
Thu Feb  2 10:43:10 2017,34.437,-0.437,34.874,TRUE,1843.963,0.586,,1843.963,0.586,0
Thu Feb  2 10:43:13 2017,34.437,-0.437,34.874,TRUE,1843.963,0.586,,1843.963,0.586,0
Thu Feb  2 10:43:16 2017,34.437,-0.5,34.937,TRUE,1847.294,0.586,,1847.294,0.586,0
Thu Feb  2 10:43:18 2017,34.437,-0.437,34.874,TRUE,1843.963,0.587,,1843.963,0.587,0
Thu Feb  2 10:43:21 2017,34.437,-0.437,34.874,TRUE,1843.963,0.587,,1843.963,0.587,0
Thu Feb  2 10:43:24 2017,34.437,-0.437,34.874,TRUE,1843.963,0.587,,1843.963,0.587,0
Thu Feb  2 10:43:27 2017,34.437,-0.437,34.874,TRUE,1843.963,0.588,,1843.963,0.588,0
Thu Feb  2 10:43:30 2017,34.437,-0.437,34.874,TRUE,1843.963,0.588,,1843.963,0.588,0
Thu Feb  2 10:43:32 2017,34.437,-0.437,34.874,TRUE,1843.963,0.588,,1843.963,0.588,0
Thu Feb  2 10:43:35 2017,34.437,-0.437,34.874,TRUE,1843.963,0.589,,1843.963,0.589,0
Thu Feb  2 10:43:38 2017,34.437,-0.437,34.874,TRUE,1843.963,0.589,,1843.963,0.589,0
Thu Feb  2 10:43:41 2017,34.437,-0.437,34.874,TRUE,1843.963,0.589,,1843.963,0.589,0
Thu Feb  2 10:43:43 2017,34.437,-0.437,34.874,TRUE,1843.963,0.589,,1843.963,0.589,0
Thu Feb  2 10:43:46 2017,34.437,-0.437,34.874,TRUE,1843.963,0.59,,1843.963,0.59,0
Thu Feb  2 10:43:49 2017,34.437,-0.5,34.937,TRUE,1847.294,0.59,,1847.294,0.59,0
Thu Feb  2 10:43:52 2017,34.437,-0.437,34.874,TRUE,1843.963,0.59,,1843.963,0.59,0
Thu Feb  2 10:43:54 2017,34.5,-0.5,35,TRUE,1850.625,0.591,,1850.625,0.591,0
Thu Feb  2 10:43:57 2017,34.437,-0.5,34.937,TRUE,1847.294,0.591,,1847.294,0.591,0
Thu Feb  2 10:44:00 2017,34.437,-0.437,34.874,TRUE,1843.963,0.591,,1843.963,0.591,0
Thu Feb  2 10:44:03 2017,34.437,-0.5,34.937,TRUE,1847.294,0.592,,1847.294,0.592,0
Thu Feb  2 10:44:06 2017,34.5,-0.5,35,TRUE,1850.625,0.592,,1850.625,0.592,0
Thu Feb  2 10:44:08 2017,34.437,-0.5,34.937,TRUE,1847.294,0.592,,1847.294,0.592,0
Thu Feb  2 10:44:11 2017,34.5,-0.5,35,TRUE,1850.625,0.593,,1850.625,0.593,0
Thu Feb  2 10:44:14 2017,34.5,-0.5,35,TRUE,1850.625,0.593,,1850.625,0.593,0
Thu Feb  2 10:44:17 2017,34.5,-0.5,35,TRUE,1850.625,0.593,,1850.625,0.593,0
Thu Feb  2 10:44:19 2017,34.5,-0.437,34.937,TRUE,1847.294,0.594,,1847.294,0.594,0
Thu Feb  2 10:44:22 2017,34.5,-0.437,34.937,TRUE,1847.294,0.594,,1847.294,0.594,0
Thu Feb  2 10:44:25 2017,34.5,-0.5,35,TRUE,1850.625,0.594,,1850.625,0.594,0
Thu Feb  2 10:44:28 2017,34.5,-0.5,35,TRUE,1850.625,0.594,,1850.625,0.594,0
Thu Feb  2 10:44:30 2017,34.5,-0.437,34.937,TRUE,1847.294,0.595,,1847.294,0.595,0
Thu Feb  2 10:44:33 2017,34.5,-0.437,34.937,TRUE,1847.294,0.595,,1847.294,0.595,0
Thu Feb  2 10:44:36 2017,34.5,-0.437,34.937,TRUE,1847.294,0.595,,1847.294,0.595,0
Thu Feb  2 10:44:39 2017,34.5,-0.437,34.937,TRUE,1847.294,0.596,,1847.294,0.596,0
Thu Feb  2 10:44:42 2017,34.5,-0.437,34.937,TRUE,1847.294,0.596,,1847.294,0.596,0
Thu Feb  2 10:44:44 2017,34.5,-0.437,34.937,TRUE,1847.294,0.596,,1847.294,0.596,0
Thu Feb  2 10:44:47 2017,34.5,-0.437,34.937,TRUE,1847.294,0.597,,1847.294,0.597,0
Thu Feb  2 10:44:50 2017,34.5,-0.437,34.937,TRUE,1847.294,0.597,,1847.294,0.597,0
Thu Feb  2 10:44:53 2017,34.5,-0.375,34.875,TRUE,1844.016,0.597,,1844.016,0.597,0
Thu Feb  2 10:44:55 2017,34.5,-0.375,34.875,TRUE,1844.016,0.597,,1844.016,0.597,0
Thu Feb  2 10:44:58 2017,34.562,-0.375,34.937,TRUE,1847.294,0.598,,1847.294,0.598,0
Thu Feb  2 10:45:01 2017,34.5,-0.375,34.875,TRUE,1844.016,0.598,,1844.016,0.598,0
Thu Feb  2 10:45:04 2017,34.5,-0.375,34.875,TRUE,1844.016,0.598,,1844.016,0.598,0
Thu Feb  2 10:45:07 2017,34.5,-0.375,34.875,TRUE,1844.016,0.599,,1844.016,0.599,0
Thu Feb  2 10:45:09 2017,34.562,-0.375,34.937,TRUE,1847.294,0.599,,1847.294,0.599,0
Thu Feb  2 10:45:12 2017,34.5,-0.375,34.875,TRUE,1844.016,0.599,,1844.016,0.599,0
Thu Feb  2 10:45:15 2017,34.5,-0.375,34.875,TRUE,1844.016,0.6,,1844.016,0.6,0
Thu Feb  2 10:45:18 2017,34.562,-0.375,34.937,TRUE,1847.294,0.6,,1847.294,0.6,0
Thu Feb  2 10:45:20 2017,34.562,-0.375,34.937,TRUE,1847.294,0.6,,1847.294,0.6,0
Thu Feb  2 10:45:23 2017,34.5,-0.375,34.875,TRUE,1844.016,0.601,,1844.016,0.601,0
Thu Feb  2 10:45:26 2017,34.562,-0.375,34.937,TRUE,1847.294,0.601,,1847.294,0.601,0
Thu Feb  2 10:45:29 2017,34.562,-0.375,34.937,TRUE,1847.294,0.601,,1847.294,0.601,0
Thu Feb  2 10:45:31 2017,34.562,-0.375,34.937,TRUE,1847.294,0.601,,1847.294,0.601,0
Thu Feb  2 10:45:34 2017,34.562,-0.375,34.937,TRUE,1847.294,0.602,,1847.294,0.602,0
Thu Feb  2 10:45:37 2017,34.5,-0.375,34.875,TRUE,1844.016,0.602,,1844.016,0.602,0
Thu Feb  2 10:45:40 2017,34.562,-0.375,34.937,TRUE,1847.294,0.602,,1847.294,0.602,0
Thu Feb  2 10:45:43 2017,34.562,-0.375,34.937,TRUE,1847.294,0.603,,1847.294,0.603,0
Thu Feb  2 10:45:45 2017,34.562,-0.312,34.874,TRUE,1843.963,0.603,,1843.963,0.603,0
Thu Feb  2 10:45:48 2017,34.562,-0.375,34.937,TRUE,1847.294,0.603,,1847.294,0.603,0
Thu Feb  2 10:45:51 2017,34.562,-0.312,34.874,TRUE,1843.963,0.604,,1843.963,0.604,0
Thu Feb  2 10:45:54 2017,34.5,-0.312,34.812,TRUE,1840.684,0.604,,1840.684,0.604,0
Thu Feb  2 10:45:56 2017,34.5,-0.312,34.812,TRUE,1840.684,0.604,,1840.684,0.604,0
Thu Feb  2 10:45:59 2017,34.5,-0.312,34.812,TRUE,1840.684,0.604,,1840.684,0.604,0
Thu Feb  2 10:46:02 2017,34.562,-0.375,34.937,TRUE,1847.294,0.605,,1847.294,0.605,0
Thu Feb  2 10:46:05 2017,34.5,-0.312,34.812,TRUE,1840.684,0.605,,1840.684,0.605,0
Thu Feb  2 10:46:08 2017,34.562,-0.375,34.937,TRUE,1847.294,0.605,,1847.294,0.605,0
Thu Feb  2 10:46:10 2017,34.5,-0.312,34.812,TRUE,1840.684,0.606,,1840.684,0.606,0
Thu Feb  2 10:46:13 2017,34.5,-0.375,34.875,TRUE,1844.016,0.606,,1844.016,0.606,0
Thu Feb  2 10:46:16 2017,34.562,-0.375,34.937,TRUE,1847.294,0.606,,1847.294,0.606,0
Thu Feb  2 10:46:19 2017,34.5,-0.375,34.875,TRUE,1844.016,0.607,,1844.016,0.607,0
Thu Feb  2 10:46:21 2017,34.5,-0.375,34.875,TRUE,1844.016,0.607,,1844.016,0.607,0
Thu Feb  2 10:46:24 2017,34.5,-0.375,34.875,TRUE,1844.016,0.607,,1844.016,0.607,0
Thu Feb  2 10:46:27 2017,34.5,-0.375,34.875,TRUE,1844.016,0.607,,1844.016,0.607,0
Thu Feb  2 10:46:30 2017,34.5,-0.375,34.875,TRUE,1844.016,0.608,,1844.016,0.608,0
Thu Feb  2 10:46:32 2017,34.5,-0.375,34.875,TRUE,1844.016,0.608,,1844.016,0.608,0
Thu Feb  2 10:46:35 2017,34.5,-0.375,34.875,TRUE,1844.016,0.608,,1844.016,0.608,0
Thu Feb  2 10:46:38 2017,34.5,-0.375,34.875,TRUE,1844.016,0.609,,1844.016,0.609,0
Thu Feb  2 10:46:41 2017,34.5,-0.375,34.875,TRUE,1844.016,0.609,,1844.016,0.609,0
Thu Feb  2 10:46:44 2017,34.5,-0.375,34.875,TRUE,1844.016,0.609,,1844.016,0.609,0
Thu Feb  2 10:46:46 2017,34.5,-0.375,34.875,TRUE,1844.016,0.61,,1844.016,0.61,0
Thu Feb  2 10:46:49 2017,34.5,-0.375,34.875,TRUE,1844.016,0.61,,1844.016,0.61,0
Thu Feb  2 10:46:52 2017,34.5,-0.375,34.875,TRUE,1844.016,0.61,,1844.016,0.61,0
Thu Feb  2 10:46:55 2017,34.5,-0.375,34.875,TRUE,1844.016,0.61,,1844.016,0.61,0
Thu Feb  2 10:46:57 2017,34.5,-0.375,34.875,TRUE,1844.016,0.611,,1844.016,0.611,0
Thu Feb  2 10:47:00 2017,34.5,-0.375,34.875,TRUE,1844.016,0.611,,1844.016,0.611,0
Thu Feb  2 10:47:03 2017,34.5,-0.437,34.937,TRUE,1847.294,0.611,,1847.294,0.611,0
Thu Feb  2 10:47:06 2017,34.437,-0.375,34.812,TRUE,1840.684,0.612,,1840.684,0.612,0
Thu Feb  2 10:47:09 2017,34.437,-0.375,34.812,TRUE,1840.684,0.612,,1840.684,0.612,0
Thu Feb  2 10:47:11 2017,34.437,-0.375,34.812,TRUE,1840.684,0.612,,1840.684,0.612,0
Thu Feb  2 10:47:14 2017,34.437,-0.437,34.874,TRUE,1843.963,0.613,,1843.963,0.613,0
Thu Feb  2 10:47:18 2017,34.437,-0.437,34.874,TRUE,1843.963,0.613,,1843.963,0.613,0
Thu Feb  2 10:47:20 2017,34.437,-0.375,34.812,TRUE,1840.684,0.613,,1840.684,0.613,0
Thu Feb  2 10:47:23 2017,34.437,-0.437,34.874,TRUE,1843.963,0.613,,1843.963,0.613,0
Thu Feb  2 10:47:26 2017,34.437,-0.437,34.874,TRUE,1843.963,0.614,,1843.963,0.614,0
Thu Feb  2 10:47:29 2017,34.437,-0.437,34.874,TRUE,1843.963,0.614,,1843.963,0.614,0
Thu Feb  2 10:47:31 2017,34.437,-0.437,34.874,TRUE,1843.963,0.614,,1843.963,0.614,0
Thu Feb  2 10:47:34 2017,34.375,-0.437,34.812,TRUE,1840.684,0.615,,1840.684,0.615,0
Thu Feb  2 10:47:37 2017,34.437,-0.437,34.874,TRUE,1843.963,0.615,,1843.963,0.615,0
Thu Feb  2 10:47:40 2017,34.437,-0.437,34.874,TRUE,1843.963,0.615,,1843.963,0.615,0
Thu Feb  2 10:47:43 2017,34.437,-0.437,34.874,TRUE,1843.963,0.616,,1843.963,0.616,0
Thu Feb  2 10:47:45 2017,34.437,-0.437,34.874,TRUE,1843.963,0.616,,1843.963,0.616,0
Thu Feb  2 10:47:48 2017,34.375,-0.437,34.812,TRUE,1840.684,0.616,,1840.684,0.616,0
Thu Feb  2 10:47:51 2017,34.375,-0.437,34.812,TRUE,1840.684,0.617,,1840.684,0.617,0
Thu Feb  2 10:47:54 2017,34.375,-0.375,34.75,TRUE,1837.406,0.617,,1837.406,0.617,0
Thu Feb  2 10:47:56 2017,34.375,-0.437,34.812,TRUE,1840.684,0.617,,1840.684,0.617,0
Thu Feb  2 10:47:59 2017,34.375,-0.437,34.812,TRUE,1840.684,0.618,,1840.684,0.618,0
Thu Feb  2 10:48:02 2017,34.375,-0.437,34.812,TRUE,1840.684,0.618,,1840.684,0.618,0
Thu Feb  2 10:48:05 2017,34.375,-0.437,34.812,TRUE,1840.684,0.618,,1840.684,0.618,0
Thu Feb  2 10:48:08 2017,34.375,-0.437,34.812,TRUE,1840.684,0.618,,1840.684,0.618,0
Thu Feb  2 10:48:10 2017,34.312,-0.437,34.749,TRUE,1837.353,0.619,,1837.353,0.619,0
Thu Feb  2 10:48:13 2017,34.312,-0.437,34.749,TRUE,1837.353,0.619,,1837.353,0.619,0
Thu Feb  2 10:48:16 2017,34.375,-0.375,34.75,TRUE,1837.406,0.619,,1837.406,0.619,0
Thu Feb  2 10:48:19 2017,34.375,-0.437,34.812,TRUE,1840.684,0.62,,1840.684,0.62,0
Thu Feb  2 10:48:21 2017,34.312,-0.375,34.687,TRUE,1834.075,0.62,,1834.075,0.62,0
Thu Feb  2 10:48:24 2017,34.375,-0.375,34.75,TRUE,1837.406,0.62,,1837.406,0.62,0
Thu Feb  2 10:48:27 2017,34.312,-0.375,34.687,TRUE,1834.075,0.621,,1834.075,0.621,0
Thu Feb  2 10:48:30 2017,34.312,-0.437,34.749,TRUE,1837.353,0.621,,1837.353,0.621,0
Thu Feb  2 10:48:32 2017,34.312,-0.437,34.749,TRUE,1837.353,0.621,,1837.353,0.621,0
Thu Feb  2 10:48:35 2017,34.312,-0.375,34.687,TRUE,1834.075,0.621,,1834.075,0.621,0
Thu Feb  2 10:48:38 2017,34.312,-0.375,34.687,TRUE,1834.075,0.622,,1834.075,0.622,0
